REU ,oil_price,natural_gas_price,steel_price,wheat_price,copper_price,commodity_stress_index
1/31/2016,55.80391238,2.737739867,654.2947783,272.8868669,6695.831214,46.39
2/7/2016,58.45393812,3.244687281,623.7349116,189.9405934,7025.706148,43
2/14/2016,61.65631716,2.388936096,598.7486521,225.0747932,6722.372612,35.91
2/21/2016,64.87772564,3.356499215,640.888315,229.3538634,7076.615127,66.42
2/28/2016,57.60412881,2.879837301,669.5103775,241.7157265,6731.396103,49.62
3/6/2016,59.07170512,2.812589596,627.8905153,221.9596631,6877.569748,43.42
3/13/2016,54.46832513,3.355479984,600.517631,226.1610108,6701.255382,40.42
3/20/2016,54.01896688,3.222131656,534.4081884,212.1670287,7195.340873,37.86
3/27/2016,64.06262911,2.819516917,546.7443168,225.3825388,7257.535335,49.9
4/3/2016,66.78120014,3.579664902,584.7387648,213.1361545,6929.613829,52.49
4/10/2016,59.63994939,2.459468336,569.5243899,232.4314378,7011.471398,38.91
4/17/2016,65.01766449,3.307967803,590.6514349,212.6077933,6565.422576,43.39
4/24/2016,61.80818013,3.296550629,602.8324962,227.5420079,6910.097006,52.65
5/1/2016,56.77440123,2.84522678,626.4846377,219.4147437,6984.938615,42.81
5/8/2016,61.80697803,3.163066511,596.4750611,242.521005,7786.237927,67.51
5/15/2016,67.69018283,2.374443212,624.3250822,218.9721255,6666.409892,41.5
5/22/2016,59.8208698,3.46201351,603.2237207,184.5393506,7439.253172,50.96
5/29/2016,67.82321828,2.907548932,501.2266717,245.23843,7299.057632,57.92
6/5/2016,46.90127448,2.73863849,553.0332303,201.885354,7084.190921,24.57
6/12/2016,64.10951252,3.524504613,592.7956222,206.9246732,7527.586145,60.32
6/19/2016,60.43523534,2.647828155,539.5152629,208.0867741,7111.631642,32.68
6/26/2016,58.50496325,2.295769352,629.9964365,247.4887619,7116.747759,50.58
7/3/2016,60.45880388,2.221685413,676.5375416,177.2865157,6984.063804,36.68
7/10/2016,50.06215543,3.303004976,660.9380926,282.7549707,7367.070665,66.1
7/17/2016,58.90164056,2.359785324,589.3278565,241.1211362,7328.94077,49.07
7/24/2016,61.78556286,3.877397091,674.5363068,224.4647783,6812.296814,60.83
7/31/2016,67.38947022,1.959035296,607.4333729,218.90212,6604.225842,36.39
8/7/2016,57.40864891,3.848228184,583.1457014,225.7110815,6939.105809,48.5
8/14/2016,55.95753199,3.105508734,569.3298668,230.4224486,6759.988431,36.93
8/21/2016,57.49121478,2.951643444,584.8765157,232.9043117,6980.942628,43.48
8/28/2016,64.57701059,2.727540457,580.5911591,231.1120893,7371.23144,56.07
9/4/2016,61.64375555,3.199568057,608.5208111,221.7916136,6862.809503,49.3
9/11/2016,57.35119898,2.981182649,608.0286991,216.0532316,6987.152986,41.53
9/18/2016,62.56633717,3.551650941,600.152301,216.9745343,7017.40682,54.54
9/25/2016,60.48538775,3.057113824,621.8469085,216.1018344,7254.529265,54.44
10/2/2016,64.84322495,3.075150881,659.5323137,242.6754019,6325.9332,57.64
10/9/2016,56.48973453,2.818193894,647.4777068,231.8711344,6817.989912,44.6
10/16/2016,58.36168927,2.971527188,525.7551016,161.1922273,7063.385108,27.96
10/23/2016,58.03945923,3.153900884,472.3039433,233.1180155,7360.023687,49.27
10/30/2016,52.68242526,2.144915804,646.7159956,223.8947239,6852.429266,33.58
11/6/2016,61.48060139,2.325907289,531.6560651,219.6258249,6437.034188,23.9
11/13/2016,61.30527636,3.371632047,588.7617299,212.2296309,7185.913434,52.14
11/20/2016,60.02556728,3.085432719,541.4943487,242.4822544,6809.391283,42.65
11/27/2016,58.82706433,2.908008332,509.9009781,238.9505292,6643.100002,33.96
12/4/2016,52.92314629,3.009216967,627.0731364,204.5424466,6812.696383,33.13
12/11/2016,57.89677339,3.173790853,637.957758,228.1410457,6944.642393,52.4
12/18/2016,58.28642742,2.73012016,571.17448,200.5668653,6818.576601,25.3
12/25/2016,55.98861365,2.610847637,470.4478854,192.4076367,6338.330183,10.48
1/1/2017,59.19357144,3.097922628,572.6877776,207.4656555,7269.119859,44.09
1/8/2017,62.02025428,2.510813611,619.5902003,237.2478694,7382.462512,58.66
1/15/2017,69.43092951,3.204126378,526.0544216,239.0625009,7195.456597,60.64
1/22/2017,60.87288906,2.148708198,609.167996,230.2617084,6658.694299,35.46
1/29/2017,61.28775195,3.514577819,599.2345075,234.5019157,6939.55254,57.06
2/5/2017,59.62777042,3.236298741,628.964575,230.3235657,6998.043605,55.94
2/12/2017,50.40614392,3.128014867,605.9790184,207.1703681,7179.638317,41.09
2/19/2017,59.86743062,3.491345492,551.346553,228.6384509,7200.502147,53.16
2/26/2017,60.30115105,3.832737222,659.8285751,236.0081905,6779.74786,60.86
3/5/2017,72.31621056,3.507185033,592.0735213,235.0858266,7024.598667,65.02
3/12/2017,59.03819518,2.079562884,598.634773,243.7782674,7137.184121,46.04
3/19/2017,61.50773671,2.360211517,553.336602,234.1660769,7436.746697,47.76
3/26/2017,59.82644115,2.687590711,577.8358874,227.0289642,7211.351962,45.37
4/2/2017,54.15660981,3.013045525,555.7598643,241.4030048,7236.717006,47.09
4/9/2017,65.71411407,3.25882951,591.352697,219.4695748,7025.147988,54.6
4/16/2017,63.75966516,2.637128093,685.585424,202.362507,7423.137744,55.85
4/23/2017,63.95515974,3.093383382,531.4049429,216.7386607,7122.928839,46.68
4/30/2017,55.45306273,2.622308534,519.3219301,205.1019471,6741.673627,16.52
5/7/2017,67.01397155,2.694241099,673.5585164,206.4964345,7421.010991,59.3
5/14/2017,52.99074469,2.296669452,589.5338161,217.1096266,7209.370982,33.64
5/21/2017,62.93428547,2.538383377,566.5463631,204.1516016,6867.086794,30.35
5/28/2017,70.95227813,2.324157697,651.9952344,213.8407694,6856.15211,46.71
6/4/2017,55.04731837,2.512063374,569.719223,182.1277067,7088.972664,23.48
6/11/2017,57.16851135,3.526820898,691.3004857,224.2658741,7138.955439,62.36
6/18/2017,60.49825683,2.525300556,633.8962936,220.0241095,7059.18768,46.07
6/25/2017,57.48262173,4.316191032,575.6044296,203.6582274,7093.392602,44.6
7/2/2017,52.24668284,3.24665895,707.8654107,233.1849134,7509.987212,65.37
7/9/2017,60.34281487,3.092418062,569.7142538,238.7514028,7321.462946,56.71
7/16/2017,54.68848143,2.57082111,637.1047686,187.8488027,7057.190677,31.79
7/23/2017,62.36796215,3.35015494,614.964629,204.7455044,7282.393174,56.71
7/30/2017,55.40287883,2.712181087,665.0870645,204.617153,6690.242829,31.92
8/6/2017,67.74967203,3.061004907,678.0755598,201.201938,7119.378115,58.98
8/13/2017,56.08373354,4.280042269,601.6002075,236.5894968,7542.791905,65.53
8/20/2017,58.38969242,2.95197005,562.3291065,216.1234772,6934.586231,34.76
8/27/2017,64.06758609,3.574636663,622.9986071,214.7097032,6745.709821,52.81
9/3/2017,53.84567842,2.648411787,566.1142315,179.9227527,6804.373333,16.39
9/10/2017,61.13729967,2.982505755,700.6693624,232.7083606,6673.110089,53.61
9/17/2017,66.53571377,3.885400318,606.8267666,195.2148321,6764.571428,48.69
9/24/2017,51.96258383,2.686516471,581.7339224,221.1986526,6888.84757,29.39
10/1/2017,60.92316929,3.906224279,609.2340153,225.5475388,6578.329894,50.22
10/8/2017,61.29941397,3.353875968,532.6436855,247.2131719,7004.6855,52.84
10/15/2017,63.90911436,2.718766612,551.4192981,193.823592,7270.683152,39.46
10/22/2017,53.81524645,3.31620387,660.0206954,159.6097569,6727.673146,35.37
10/29/2017,53.39771693,3.486277225,567.1552861,223.6769909,7455.785177,50.26
11/5/2017,62.60970783,3.310904981,547.6544509,256.0102236,7153.237627,59.78
11/12/2017,61.48492337,2.21488764,626.8326376,244.7789271,7309.174176,57.19
11/19/2017,61.25246425,2.636431412,659.2852077,224.1931883,6802.649634,45.21
11/26/2017,61.73224105,2.876240682,635.9476655,210.1672763,7256.357568,53.13
12/3/2017,56.59987639,2.962783285,649.8023843,236.1424519,6672.41983,45.88
12/10/2017,61.16126849,3.310336049,562.1602456,200.529076,7267.07425,45.97
12/17/2017,61.46536237,3.0888505,528.9094667,229.5271554,7051.551802,45.59
12/24/2017,56.42824291,2.332327821,675.0666826,230.1094032,7165.975366,49.68
12/31/2017,69.32887256,3.190098926,583.8660081,241.2041981,6647.321618,53.16
1/7/2018,62.3691646,3.305292873,587.4583492,275.1932008,6731.479047,53.9
1/14/2018,54.04348251,3.279895224,666.4097071,227.8483193,7179.168465,58.15
1/21/2018,63.28276804,3.540390363,627.8115005,209.8207275,6715.495599,49.84
1/28/2018,55.12659165,3.416961077,622.7943886,219.4885138,7138.961888,51.92
2/4/2018,63.93542302,3.22959004,708.2501172,184.6184819,6589.858658,47.16
2/11/2018,65.7929779,2.964917144,567.8240885,206.1057374,7254.452264,48.15
2/18/2018,55.89658841,2.169519533,646.3920064,211.8143512,6630.243006,27.32
2/25/2018,64.81688065,3.21480911,602.8506562,209.518232,7165.689981,55.18
3/4/2018,62.06390463,3.103843844,613.4296139,223.0470974,7187.68928,57.76
3/11/2018,64.1103008,3.135789419,676.4234213,203.5516014,6790.968454,50.45
3/18/2018,69.48396491,2.361625712,625.3917878,242.4206133,7174.60797,61.25
3/25/2018,58.77305942,2.45947173,626.914804,220.0041413,7078.132679,42.97
4/1/2018,56.23131918,3.526576427,653.6253669,219.8139936,6838.347443,50.1
4/8/2018,55.55242785,2.980222423,581.7523635,213.4421057,6697.433595,28.69
4/15/2018,55.92094858,3.340750349,558.0395166,223.1038137,6411.212292,32.59
4/22/2018,59.61449145,3.014159188,547.7595403,236.5019653,7104.895014,47.32
4/29/2018,61.70575987,3.01487807,501.6821705,202.6573957,6530.559169,26.13
5/6/2018,61.383454,3.469141903,702.8103565,206.8376702,7028.60326,58.12
5/13/2018,64.13591625,2.741977636,544.8395817,213.9254794,6920.965535,36.93
5/20/2018,60.06500946,3.048060388,588.9373188,193.0825815,7203.742833,42.01
5/27/2018,67.26767039,2.768862356,586.159335,203.6148428,6909.38635,39.23
6/3/2018,58.67671583,2.782751886,615.3703349,210.4755825,6901.165664,37
6/10/2018,73.60084583,2.845413938,640.7868606,237.4877836,7219.561211,68.75
6/17/2018,63.12833674,3.111066886,643.0236744,225.2512266,7100.517409,60.8
6/24/2018,55.71421222,2.760625689,570.8461281,223.8717982,7094.846787,36.96
7/1/2018,54.64553751,3.627878063,591.6439143,237.0179592,7140.780277,55.34
7/8/2018,62.41236208,2.552696349,614.1289975,217.2525642,6539.328363,35.59
7/15/2018,58.88268607,2.906564178,587.5654437,227.809297,7227.036604,48.82
7/22/2018,63.57000247,2.780134471,680.3672788,217.9355649,7183.740638,59.23
7/29/2018,62.36618812,3.723488942,624.5487476,225.307247,6694.995061,54.57
8/5/2018,59.63585544,3.098277388,636.7438893,208.3448268,6926.775858,45.24
8/12/2018,55.76603141,3.51592227,633.1440634,171.2236568,6988.207814,42.36
8/19/2018,52.42576388,2.257219813,658.6736929,217.3144168,6959.650965,35.5
8/26/2018,57.76742524,3.133525133,609.0510779,248.4549627,7100.15799,56.84
9/2/2018,64.28199397,3.444815398,535.1584026,238.524308,7429.410035,64.19
9/9/2018,61.07046872,3.041141995,619.9843976,239.3079497,7324.530018,63.83
9/16/2018,53.77130611,3.532740188,567.4321553,244.7226144,6606.334242,41.25
9/23/2018,60.86590463,2.741355775,573.5691659,221.7731518,7186.620997,45.08
9/30/2018,61.9265869,3.70467372,629.3182009,223.9463141,7398.679996,68.72
10/7/2018,55.58071282,4.149449062,661.9141536,207.6469621,7116.042556,54.82
10/14/2018,60.76862553,2.81858072,601.0635788,213.6785429,7327.294128,48.66
10/21/2018,60.29104359,2.777248739,615.4416506,232.315423,7603.681134,58.85
10/28/2018,54.28514851,3.726692239,685.1107472,244.0776887,7307.112864,70.06
11/4/2018,61.7889368,3.789786073,612.037659,217.2110745,7074.792579,57.99
11/11/2018,62.80392263,2.738569986,730.0841557,210.9962147,7313.526542,59.39
11/18/2018,65.41525622,2.789906591,628.2754823,220.0105592,7043.46635,53.87
11/25/2018,65.26901026,2.859107696,511.961862,232.024135,7007.170913,46.26
12/2/2018,53.11165316,2.327774744,637.6670811,191.1229037,6894.575729,25.78
12/9/2018,55.3108748,2.540674027,619.0579192,174.0763809,7469.024008,36.71
12/16/2018,62.57517634,2.497929617,664.4876377,208.989263,6754.4714,40.29
12/23/2018,62.56892975,2.616101217,633.6590676,195.5857515,7459.710317,49.33
12/30/2018,62.57523843,2.982657556,593.0772008,209.837196,7149.959237,47.96
1/6/2019,79.26365745,3.117107366,538.7850882,217.0443936,6580.208148,40.93
1/13/2019,62.85445255,3.775250246,589.5488371,210.9350318,7110.294788,54.5
1/20/2019,65.6778282,2.50082298,557.4739773,249.0493507,6369.992048,39.39
1/27/2019,64.77000882,3.492161199,570.9738275,226.5348953,7187.652405,60.45
2/3/2019,63.25695626,2.893005578,629.4289202,226.0094872,7265.569445,60.54
2/10/2019,58.42365378,2.975268145,683.4952252,232.4441429,6822.293213,51.79
2/17/2019,63.7948461,3.337409746,619.7335765,197.2233376,7037.064309,51.34
2/24/2019,56.13587393,2.438638989,540.2058469,240.7822357,7586.24723,44.09
3/3/2019,58.81590697,3.191204873,622.2301334,218.4847143,6848.275989,45.72
3/10/2019,57.57318226,3.083226104,659.8315743,233.4096123,6682.327724,48.82
3/17/2019,60.4093707,3.246225632,569.5108548,198.5628553,7444.499021,47.22
3/24/2019,71.57329283,3.144584322,593.2991417,188.9248247,7588.776157,56.71
3/31/2019,50.66367404,4.22765007,600.7344097,236.3577932,7001.108702,52.97
4/7/2019,63.43130095,2.681130008,560.7550843,227.5281905,7303.438911,49.71
4/14/2019,51.93642064,2.734501522,632.4140217,201.9589689,7402.442775,41.37
4/21/2019,57.64034067,2.688429737,593.9525926,202.6067384,6777.25473,26.68
4/28/2019,65.44475298,2.72226144,620.9766222,242.5086957,6854.408249,54.7
5/5/2019,60.3214001,2.681306436,555.6253911,196.2117621,7369.262354,36.39
5/12/2019,54.61127611,3.594508266,578.127085,252.8534591,7505.504284,60.93
5/19/2019,56.42348145,3.710252124,636.1190679,201.9875853,7168.864258,52.04
5/26/2019,63.39798874,2.714626853,581.3583424,232.7678385,6736.055694,41.6
6/2/2019,56.34816684,2.583822213,686.3481926,213.4276305,7596.118334,51.6
6/9/2019,61.08229295,3.235707778,580.0181907,232.0637486,6840.708731,47.67
6/16/2019,60.2278592,2.723888478,611.2342363,209.11772,6899.458666,36.87
6/23/2019,56.74199826,3.316465909,646.6295416,216.7441419,7102.70135,53.23
6/30/2019,70.71972045,3.10146151,529.0817134,220.8183835,7466.248126,57.32
7/7/2019,63.16959511,2.242127943,511.9595594,199.9562509,7256.192793,32.97
7/14/2019,49.87428707,3.773752601,523.7171843,234.8164869,7124.45965,46.77
7/21/2019,60.93227157,3.897938837,663.1292052,209.7357287,7138.986559,61.76
7/28/2019,56.69106768,2.693605655,572.4070927,215.4280017,7013.054401,32.52
8/4/2019,64.26216667,2.80614922,727.9099643,200.1130125,7167.441854,56.17
8/11/2019,56.03739631,3.142932695,571.7876201,168.7533268,6241.131977,21.6
8/18/2019,59.42631779,3.167228395,609.2275652,216.1794447,6911.017762,45.02
8/25/2019,62.52493639,3.329272136,677.1054976,268.2523084,7072.39658,72.2
9/1/2019,64.32877597,4.005102269,700.3046444,235.6920858,6654.695775,67.03
9/8/2019,53.99851796,2.911526386,703.0751788,219.6147924,7115.896995,50.32
9/15/2019,58.32749382,2.600851378,660.4183115,214.7421834,6938.658634,41.47
9/22/2019,57.62527344,2.310340386,651.2031263,220.4493179,7526.642709,50.64
9/29/2019,56.73335384,2.63453498,629.6263475,230.9423823,7471.905918,53.19
10/6/2019,68.8272712,2.983436514,638.9180538,196.3837437,6860.258329,47.89
10/13/2019,62.02490855,3.897278932,572.4407142,242.2864339,6954.748687,59.11
10/20/2019,53.69558023,2.74119435,559.0900558,234.3076263,6977.81573,35.24
10/27/2019,64.58930974,3.111893976,599.8312771,234.3637145,6864.502157,55.02
11/3/2019,70.61078099,2.991788552,591.4907689,228.7695148,7058.507495,56.65
11/10/2019,65.1623263,3.594196637,577.3385975,220.3923332,6772.515379,50.32
11/17/2019,52.40315017,4.263466213,634.8193724,233.4572247,6660.8154,49.78
11/24/2019,57.57882964,2.734565614,647.7652604,231.8362827,7186.813367,53.96
12/1/2019,66.33455575,2.755280279,604.4203443,212.9191858,7188.858875,51.88
12/8/2019,56.46165267,3.522080439,673.8765041,208.5279645,6758.705272,46.07
12/15/2019,62.21909714,3.340945745,542.9155443,222.0371259,7268.606629,53.64
12/22/2019,63.87317027,3.923353663,590.317027,250.980403,6810.526681,60.93
12/29/2019,55.36534764,3.291964093,564.158884,195.2178585,7075.949571,34.28
1/5/2020,41.79166125,2.397300861,506.6731691,190.6494947,7246.103204,19.84
1/12/2020,30.65556431,2.801028303,595.8659657,223.2952168,6989.916231,33.9
1/19/2020,38.41464326,3.021199022,593.9126246,221.017754,7136.422274,40.13
1/26/2020,41.11601147,2.898704927,675.6724872,223.4668333,6845.071107,40.83
2/2/2020,37.63275886,2.765591463,631.5405842,224.879064,6941.060025,37.86
2/9/2020,47.71343956,3.003336743,548.7906588,215.5359549,6938.242171,28.95
2/16/2020,36.99450518,3.046950626,692.7046283,249.7972688,6776.026496,49.11
2/23/2020,40.4598443,3.137417571,661.0516848,187.9819204,6946.967751,36.84
3/1/2020,42.45759202,2.825701702,629.1048852,203.4300595,6535.41451,24.98
3/8/2020,47.04445651,2.478974816,588.6757951,217.9349048,6852.653876,25.21
3/15/2020,36.97448247,2.612353317,552.0280382,187.1362238,6914.537352,14.66
3/22/2020,46.07107313,3.062766311,581.3896612,216.4829119,6923.146074,32.94
3/29/2020,42.03581571,2.20280234,654.437431,253.2294033,6927.550766,41.73
4/5/2020,38.56471972,2.706686156,694.2293153,220.4177298,6981.47074,41.41
4/12/2020,43.61736216,2.382831005,677.1621764,224.6140181,7143.832455,43.71
4/19/2020,42.69670893,2.56221655,575.5575289,194.7967047,7262.355122,26.77
4/26/2020,39.89924093,3.093342042,544.0191283,207.6727718,6805.070432,22.46
5/3/2020,42.2443073,2.631217104,607.0443123,212.4960724,6639.039743,22.46
5/10/2020,40.65140241,2.569735533,511.5780317,213.6456981,6687.386676,14.22
5/17/2020,42.39731071,1.97206114,616.1583857,245.6328759,6853.839124,34.66
5/24/2020,44.31745736,2.867157766,592.6198707,231.1538212,6894.423605,35.72
5/31/2020,47.55105886,2.824330777,576.6981749,197.7708409,6769.00118,20.06
6/7/2020,37.66764575,3.469383257,520.2648466,224.9300956,6611.165001,28.59
6/14/2020,49.46561681,2.41919425,625.6800053,229.964435,6863.163752,34.66
6/21/2020,35.1676927,2.643138889,573.364958,242.8029808,7054.427986,36.13
6/28/2020,41.46875217,2.655988066,541.5041582,251.6108137,7178.50884,38.56
7/5/2020,44.05911022,3.220417644,456.3868893,199.6981162,6832.773084,21.69
7/12/2020,42.98347154,2.509499399,598.6242547,203.7828498,6876.100653,22.3
7/19/2020,39.82055168,2.668584148,688.6125798,194.8484428,6721.990507,27.22
7/26/2020,41.27157212,2.808356017,683.0629607,215.3196028,6990.568249,40.73
8/2/2020,40.27449673,2.629308877,577.1451872,229.3271675,6745.47141,25.62
8/9/2020,39.93722335,2.360265714,569.889397,239.7466903,7171.938344,36.49
8/16/2020,44.97360734,2.632488247,623.4387128,218.4809795,6464.240052,26.55
8/23/2020,43.2495542,3.006293494,550.080728,213.6030495,6892.111098,26.45
8/30/2020,39.57481642,2.113730998,615.089595,223.0351598,7090.332202,32.78
9/6/2020,45.14859956,2.606512112,638.3040139,203.297142,7055.150355,32.4
9/13/2020,43.07554832,2.252448654,661.3466612,261.7907744,7807.910099,55.5
9/20/2020,44.84501742,3.057894817,594.9922962,187.8467795,7104.940007,32.04
9/27/2020,44.20370095,1.902645565,589.8163125,223.6948116,6698.783621,21.53
10/4/2020,39.09851746,2.312458215,556.1008707,260.4721244,6971.360726,31.5
10/11/2020,40.03936636,2.710315047,558.6559823,220.1359969,6467.1261,19.23
10/18/2020,44.61552762,3.215347712,588.6760554,216.1992193,6975.820075,36.93
10/25/2020,44.13629593,2.522056139,618.3682753,212.8510915,6750.083183,25.69
11/1/2020,41.92684442,2.314040201,645.6792313,216.3921664,7274.617083,39.81
11/8/2020,42.41064584,3.349491755,559.8410525,247.4569695,6835.137918,40.54
11/15/2020,46.47182714,1.934594092,674.6344284,175.7627618,6964.970225,27.06
11/22/2020,39.92950014,1.615507468,586.4438199,250.668674,6809.332648,28.69
11/29/2020,43.91484083,2.737006141,598.9316353,191.520857,7521.655406,34.98
12/6/2020,41.29232572,2.336626955,562.639416,214.6669534,6903.62717,20.1
12/13/2020,41.23811579,2.115976053,478.787987,211.4151116,7549.767113,25.85
12/20/2020,45.84571898,2.85105149,644.2022698,231.7710654,7244.245529,50.83
12/27/2020,44.88895722,2.653615303,636.8421949,188.037513,7144.620018,33.19
1/3/2021,64.06754818,2.717960685,585.9336221,229.2434533,7110.619944,50.16
1/10/2021,66.52739404,2.359847801,603.3495359,260.4861925,7118.139189,57.22
1/17/2021,60.10501921,3.436228664,625.7969609,192.7365199,6421.698226,38.08
1/24/2021,63.40976486,3.325100589,521.8727072,223.7941234,6916.334982,46.07
1/31/2021,58.44866622,2.950412068,573.5473661,206.7603564,7253.547391,40.22
2/7/2021,61.62083176,3.923318498,639.713234,228.5177441,6985.330845,63.61
2/14/2021,59.34928473,2.464957617,537.2855288,220.3829555,6578.443046,23.51
2/21/2021,60.48497982,2.237237415,614.6778966,207.1702618,6984.278665,34.89
2/28/2021,62.97578513,2.654045965,532.1709098,229.7574457,7511.231655,49.58
3/7/2021,55.90889658,2.977206992,623.3214991,256.0869622,7374.067515,60.26
3/14/2021,70.46193638,3.121669725,598.2179259,216.1819242,6981.398797,53.51
3/21/2021,54.96991309,2.879381971,519.2434092,234.3951588,7285.434783,42.52
3/28/2021,53.92905694,3.176027698,658.2369677,194.1345408,6890.047894,38.63
4/4/2021,65.79055437,2.374230288,563.2704212,200.8712725,6488.838524,25.46
4/11/2021,63.95831347,3.721882302,559.4873781,229.4481256,6722.660204,49.65
4/18/2021,63.12059909,2.958924411,610.0284599,249.6823206,7468.866631,66.87
4/25/2021,63.14172755,3.558647916,657.4318675,227.112267,6917.802075,63.1
5/2/2021,59.93876614,3.171362673,549.2089091,213.7388394,6926.984806,37.89
5/9/2021,55.51372814,3.22837661,603.0839925,219.9858281,6910.048541,42.14
5/16/2021,60.37902279,3.28488364,621.440825,194.9918453,7571.240977,54.95
5/23/2021,56.61419144,3.22385428,634.6552804,232.0903065,7487.787675,62.52
5/30/2021,64.87559867,3.32136138,608.8220778,237.6466612,7665.63407,73.26
6/6/2021,59.26471309,3.664576265,581.648608,210.9581933,6952.286437,44.47
6/13/2021,55.87251402,3.098260585,558.620489,210.599157,7088.687347,35.65
6/20/2021,58.39307079,3.354501879,604.3071942,225.3175646,6545.007235,42.84
6/27/2021,62.06465727,2.955132153,546.3930494,211.2656053,7443.080328,46.39
7/4/2021,57.18137724,3.720058608,453.9324758,218.6773477,6649.666135,33.29
7/11/2021,55.88889802,2.661803849,621.8279902,261.9944358,7065.032669,49.65
